contig_10	1	3594	contig_10	1	3594	100.000	3594
contig_10	1	3594	contig_8	294076	297668	99.972	3594
contig_10	3435	3461	contig_8	88656	88682	96.296	27
contig_10	1069	1089	contig_8	223003	223023	95.238	21
contig_10	3457	3594	contig_18	215365	215228	100.000	138
contig_10	3457	3594	contig_18	254750	254613	100.000	138
contig_10	3457	3594	contig_18	415985	415848	100.000	138
contig_10	280	300	contig_39	6566	6586	95.238	21
contig_10	280	300	contig_39	6859	6879	95.238	21
contig_10	280	300	contig_39	9029	9009	95.238	21
contig_10	280	300	contig_39	9322	9302	95.238	21
contig_11	1	3536	contig_8	328847	332382	100.000	3536
contig_11	36	93	contig_8	279581	279524	98.276	58
contig_11	6	51	contig_8	279382	279427	95.652	46
contig_11	2961	3004	contig_8	105798	105841	95.455	44
contig_11	3143	3178	contig_8	356626	356591	100.000	36
contig_11	3144	3180	contig_8	73159	73195	97.297	37
contig_11	3149	3181	contig_8	453920	453888	100.000	33
contig_11	3148	3178	contig_8	105826	105856	100.000	31
contig_11	60	90	contig_8	454141	454171	100.000	31
contig_11	3148	3178	contig_8	514214	514184	100.000	31
contig_11	60	89	contig_8	103780	103809	100.000	30
contig_11	126	157	contig_8	105821	105852	96.875	32
contig_11	126	157	contig_8	814178	814147	96.875	32
contig_11	60	90	contig_8	257773	257803	96.774	31
contig_11	60	90	contig_8	736194	736164	96.774	31
contig_11	60	87	contig_8	487702	487675	100.000	28
contig_11	128	157	contig_8	636838	636809	96.667	30
contig_11	3152	3178	contig_8	209448	209474	100.000	27
contig_11	130	157	contig_8	514215	514188	96.429	28
contig_11	131	157	contig_8	8223	8197	96.296	27
contig_11	131	157	contig_8	62922	62896	96.296	27
contig_11	131	157	contig_8	70846	70820	96.296	27
contig_11	131	157	contig_8	73163	73189	96.296	27
contig_11	131	157	contig_8	93683	93657	96.296	27
contig_11	131	157	contig_8	211397	211371	96.296	27
contig_11	131	157	contig_8	211769	211743	96.296	27
contig_11	131	157	contig_8	356621	356595	96.296	27
contig_11	131	157	contig_8	359721	359695	96.296	27
contig_11	131	157	contig_8	425999	426025	96.296	27
contig_11	131	157	contig_8	483277	483251	96.296	27
contig_11	131	157	contig_8	553461	553435	96.296	27
contig_11	131	157	contig_8	736121	736147	96.296	27
contig_11	131	157	contig_8	814289	814263	96.296	27
contig_11	60	86	contig_8	815260	815286	96.296	27
contig_11	132	157	contig_8	134711	134686	96.154	26
contig_11	55	80	contig_8	73262	73236	96.296	27
contig_11	59	83	contig_8	815221	815245	96.000	25
contig_11	134	157	contig_8	96468	96491	95.833	24
contig_11	134	157	contig_8	96516	96539	95.833	24
contig_11	60	83	contig_8	425867	425890	95.833	24
contig_11	2962	2985	contig_8	425874	425897	95.833	24
contig_11	135	158	contig_8	454227	454204	95.833	24
contig_11	2962	2985	contig_8	602696	602719	95.833	24
contig_11	60	83	contig_8	792726	792703	95.833	24
contig_11	135	157	contig_8	34916	34894	95.652	23
contig_11	135	157	contig_8	42599	42577	95.652	23
contig_11	135	157	contig_8	122457	122479	95.652	23
contig_11	131	153	contig_8	476187	476165	95.652	23
contig_11	135	157	contig_8	487838	487816	95.652	23
contig_11	126	146	contig_8	514563	514543	100.000	21
contig_11	135	157	contig_8	633096	633074	95.652	23
contig_11	62	83	contig_8	453839	453860	95.455	22
contig_11	3090	3111	contig_8	575297	575318	95.455	22
contig_11	3158	3178	contig_8	281014	280994	95.238	21
contig_11	3158	3178	contig_8	327344	327324	95.238	21
contig_11	2984	3004	contig_8	328972	328992	95.238	21
contig_11	126	146	contig_8	331830	331850	95.238	21
contig_11	2962	2980	contig_8	476109	476127	100.000	19
contig_11	61	79	contig_8	763729	763747	100.000	19
contig_11	180	198	contig_8	815276	815258	100.000	19
contig_11	135	153	contig_8	847157	847175	100.000	19
contig_11	3152	3170	contig_8	847157	847175	100.000	19
contig_11	1	3536	contig_11	1	3536	100.000	3536
contig_11	2984	3004	contig_11	126	146	95.238	21
contig_11	126	146	contig_11	2984	3004	95.238	21
contig_11	52	91	contig_18	427140	427179	95.000	40
contig_11	3148	3178	contig_18	166280	166250	100.000	31
contig_11	3148	3178	contig_18	189237	189267	100.000	31
contig_11	60	90	contig_18	230498	230468	96.774	31
contig_11	60	87	contig_18	315779	315752	96.429	28
contig_11	59	86	contig_18	330459	330432	96.429	28
contig_11	60	86	contig_18	173408	173382	96.296	27
contig_11	131	157	contig_18	189237	189263	96.296	27
contig_11	131	157	contig_18	206437	206463	96.296	27
contig_11	131	157	contig_18	213072	213098	96.296	27
contig_11	131	157	contig_18	273006	272980	96.296	27
contig_11	131	157	contig_18	317782	317756	96.296	27
contig_11	131	157	contig_18	345119	345093	96.296	27
contig_11	131	157	contig_18	405067	405093	96.296	27
contig_11	132	157	contig_18	366999	367024	96.154	26
contig_11	60	82	contig_18	213338	213316	100.000	23
contig_11	2962	2985	contig_18	228728	228705	95.833	24
contig_11	135	157	contig_18	164086	164064	95.652	23
contig_11	180	200	contig_18	173392	173412	100.000	21
contig_11	135	157	contig_18	327381	327403	95.652	23
contig_11	60	80	contig_18	394090	394110	100.000	21
contig_11	2963	2985	contig_18	405140	405118	95.652	23
contig_11	180	198	contig_18	315763	315781	100.000	19
contig_11	182	200	contig_18	444958	444976	100.000	19
contig_14	1	3602	contig_8	752086	755687	100.000	3602
contig_14	78	105	contig_8	822922	822949	96.429	28
contig_14	78	104	contig_8	681282	681308	96.296	27
contig_14	1	3602	contig_14	1	3602	100.000	3602
contig_16	1	4385	contig_8	855280	859664	100.000	4385
contig_16	712	1234	contig_8	476294	476816	96.374	524
contig_16	705	1227	contig_8	46580	47104	95.833	528
contig_16	716	1227	contig_8	500360	500872	96.491	513
contig_16	705	1212	contig_8	530727	531232	97.053	509
contig_16	716	1213	contig_8	446205	445707	97.595	499
contig_16	718	1214	contig_8	251696	252193	97.390	498
contig_16	712	1203	contig_8	621653	622144	97.764	492
contig_16	712	1213	contig_8	807298	807800	96.819	503
contig_16	712	1204	contig_8	325425	325916	96.755	493
contig_16	712	1211	contig_8	233270	232771	95.400	500
contig_16	734	1211	contig_8	722069	721590	96.250	480
contig_16	718	1085	contig_8	579753	579386	97.826	368
contig_16	1165	1213	contig_8	673306	673355	96.000	50
contig_16	533	561	contig_8	359835	359807	100.000	29
contig_16	570	597	contig_8	103780	103807	100.000	28
contig_16	570	596	contig_8	446441	446467	100.000	27
contig_16	568	596	contig_8	815258	815286	96.552	29
contig_16	676	703	contig_8	454168	454141	96.429	28
contig_16	568	593	contig_8	105790	105815	96.154	26
contig_16	680	703	contig_8	792703	792726	100.000	24
contig_16	570	593	contig_8	209527	209504	95.833	24
contig_16	414	434	contig_8	510347	510327	100.000	21
contig_16	414	435	contig_8	442384	442363	95.455	22
contig_16	1215	1234	contig_8	454157	454138	100.000	20
contig_16	1215	1234	contig_8	855865	855846	100.000	20
contig_16	567	586	contig_8	856513	856494	100.000	20
contig_16	3750	3770	contig_8	150010	149990	95.238	21
contig_16	3072	3092	contig_8	150010	149990	95.238	21
contig_16	570	590	contig_8	196166	196186	95.238	21
contig_16	1215	1233	contig_8	203435	203417	100.000	19
contig_16	1217	1235	contig_8	833229	833247	100.000	19
contig_16	1	4385	contig_16	1	4385	100.000	4385
contig_16	1215	1234	contig_16	586	567	100.000	20
contig_16	567	586	contig_16	1234	1215	100.000	20
contig_16	705	1213	contig_18	304650	305154	97.446	509
